,id,name,accepted,submission,difficulty,link,website,upvotes,comments
2234,11899,Queen Game,7,20,Difficulty: Implementation 34/50 Concept 17/50,https://www.spoj.com/problems/PK11E,spoj,1,0
2235,11900,Spelling Suggestion,0,4, ,https://www.spoj.com/problems/PK11F,spoj,0,0
2236,11901,Paths in a Tree,5,18,Difficulty: Implementation 1/50 Concept 34/50,https://www.spoj.com/problems/PK11I,spoj,1,0
2237,11904,A Classic Myth - Flatland Superhero,4,10, ,https://www.spoj.com/problems/FLATAND,spoj,0,0
2238,11905,Tree Count,17,40, ,https://www.spoj.com/problems/TRECOUNT,spoj,0,0
2239,11906,Rescue On Time,7,23,Difficulty: Implementation 34/50 Concept 17/50,https://www.spoj.com/problems/ROT,spoj,-1,0
2240,11909,C You and Me,41,90,Difficulty: Implementation 21/50 Concept 21/50,https://www.spoj.com/problems/PUCMM223,spoj,4,1
2241,11921,Ball Stack,21,40,Difficulty: Implementation 17/50 Concept 17/50,https://www.spoj.com/problems/BALLLSTA,spoj,1,0
2242,11931,AMZ Word,1098,1698,Difficulty: Implementation 9/50 Concept 10/50,https://www.spoj.com/problems/AMZSEQ,spoj,12,4
2243,11932,Amz Rock,1091,1762,Difficulty: Implementation 4/50 Concept 7/50,https://www.spoj.com/problems/AMZRCK,spoj,13,4
2244,11933,DIAGONAL,231,949,Difficulty: Implementation 12/50 Concept 12/50,https://www.spoj.com/problems/DIG,spoj,6,2
2245,11935,Decorating the Palace,4,15, ,https://www.spoj.com/problems/DEC123,spoj,0,0
2246,11946,Zig-Zag Permutation 2,1,5,Difficulty: Implementation 26/50 Concept 34/50,https://www.spoj.com/problems/ZZPERM2,spoj,1,0
2247,11947,Counting Words,42,163,Difficulty: Implementation 17/50 Concept 17/50,https://www.spoj.com/problems/GSWORDS,spoj,2,0
2248,11948,Dark Assault,9,28,Difficulty: Implementation 17/50 Concept 17/50,https://www.spoj.com/problems/DARKASLT,spoj,1,0
2249,11952,Intergalactic Highways,38,137,Difficulty: Implementation 17/50 Concept 17/50,https://www.spoj.com/problems/IGALAXY,spoj,3,1
2250,11956,Addicted,27,51, ,https://www.spoj.com/problems/TLL237,spoj,0,0
2251,11962,Arya Rage,136,322,Difficulty: Implementation 17/50 Concept 26/50,https://www.spoj.com/problems/MNNITAR,spoj,4,1
2252,11963,Packing Rectangles,18,34, ,https://www.spoj.com/problems/PACKRECT,spoj,0,0
2253,11984,Dome of Circus,7,17, ,https://www.spoj.com/problems/DOMECIR,spoj,0,0
2254,11985,Gao on a tree,117,777,Difficulty: Implementation 28/50 Concept 27/50,https://www.spoj.com/problems/GOT,spoj,26,8
2255,11986,ROMAN NUMERALS,47,142,Difficulty: Implementation 9/50 Concept 9/50,https://www.spoj.com/problems/ROMAN008,spoj,1,0
2256,11997,Trip To London  ,77,148,Difficulty: Implementation 1/50 Concept 1/50,https://www.spoj.com/problems/DCEPC803,spoj,0,0
2257,11998,Totient Fever,30,70, ,https://www.spoj.com/problems/DCEPC804,spoj,0,0
2258,12001,Bit by Bit,49,139,Difficulty: Implementation 17/50 Concept 23/50,https://www.spoj.com/problems/DCEPC807,spoj,2,0
2259,12004,Cousin Wars,6,33,Difficulty: Implementation 26/50 Concept 26/50,https://www.spoj.com/problems/DCEPC810,spoj,2,0
2260,12005,Grass Planting,234,529,Difficulty: Implementation 32/50 Concept 19/50,https://www.spoj.com/problems/GRASSPLA,spoj,11,3
2261,12007,Fibonaccibonacci (easy),31,106,Difficulty: Implementation 1/50 Concept 34/50,https://www.spoj.com/problems/FRS2,spoj,1,0
2262,12008,Fibonacci recursive sequences (medium),11,43, ,https://www.spoj.com/problems/FRSKT,spoj,0,0
2263,12009,Fibonacci recursive sequences (hard),2,23,Difficulty: Implementation 34/50 Concept 34/50,https://www.spoj.com/problems/FRSKH,spoj,2,0
2264,12012,grace marks,51,224,Difficulty: Implementation 21/50 Concept 21/50,https://www.spoj.com/problems/MTHUR,spoj,5,1
2265,12030,Blackout,166,374,Difficulty: Implementation 20/50 Concept 15/50,https://www.spoj.com/problems/BLACKOUT,spoj,5,1
2266,12056,Nubulsa Expo,0,9, ,https://www.spoj.com/problems/FZ10B,spoj,0,0
2267,12076,Longest Common Subsequence,5,123,Difficulty: Implementation 50/50 Concept 50/50,https://www.spoj.com/problems/LCS0,spoj,5,1
2268,12107,All Possible Barns,8,32,Difficulty: Implementation 34/50 Concept 34/50,https://www.spoj.com/problems/ALLBARN2,spoj,1,0
2269,12108,Linear Garden,24,70,Difficulty: Implementation 34/50 ,https://www.spoj.com/problems/LINEGAR,spoj,0,0
2270,12125,Fibonacci With a Square Root,49,149,Difficulty: Implementation 30/50 Concept 30/50,https://www.spoj.com/problems/FIBOSQRT,spoj,8,2
2271,12150,Just Next !!!,1514,6572,Difficulty: Implementation 12/50 Concept 11/50,https://www.spoj.com/problems/JNEXT,spoj,74,24
2272,12151,Pizzamania,608,2148,Difficulty: Implementation 5/50 Concept 4/50,https://www.spoj.com/problems/OPCPIZZA,spoj,28,9
2273,12183,Help the Commander in Chief,263,908,Difficulty: Implementation 15/50 Concept 16/50,https://www.spoj.com/problems/KFSTB,spoj,46,15
2274,12209,Morenas Candy Shop ( Easy ),85,257,Difficulty: Implementation 26/50 Concept 26/50,https://www.spoj.com/problems/MORENA,spoj,3,1
2275,12210,High and Low,7,61, ,https://www.spoj.com/problems/HILO,spoj,0,0
2276,12236,Cloud Computing,13,35, ,https://www.spoj.com/problems/CLOUDMG,spoj,0,0
2277,12240,Multinomial numbers,7,19,Difficulty: Implementation 34/50 Concept 17/50,https://www.spoj.com/problems/HS12MULT,spoj,1,0
2278,12241,Classification from Erdős and Selfridge,4,27,Difficulty: Implementation 28/50 Concept 28/50,https://www.spoj.com/problems/HS12PRIM,spoj,5,1
2279,12243,Natalia Spins The Roulette,25,49,Difficulty: Implementation 5/50 Concept 1/50,https://www.spoj.com/problems/ROULETTD,spoj,3,1
2280,12244,Natalia Has Another Problem,51,110,Difficulty: Implementation 17/50 Concept 14/50,https://www.spoj.com/problems/NATALIAS,spoj,6,2
2281,12245,Natalia Plays a Game,389,888,Difficulty: Implementation 12/50 Concept 13/50,https://www.spoj.com/problems/NATALIAG,spoj,11,3
2282,12249,Spiderman vs Sandman,28,106,Difficulty: Implementation 1/50 Concept 1/50,https://www.spoj.com/problems/SPIDY,spoj,0,0
2283,12250,Buzz Trouble,79,196,Difficulty: Implementation 9/50 Concept 9/50,https://www.spoj.com/problems/BUZZOFF,spoj,-1,0
2284,12251,Mad Hulk,3,12, ,https://www.spoj.com/problems/MADHULK,spoj,0,0
2285,12260,Devlali Numbers,271,719,Difficulty: Implementation 20/50 Concept 14/50,https://www.spoj.com/problems/HARSHAD,spoj,13,4
2286,12262,Mirror Strings !!!,305,917,Difficulty: Implementation 16/50 Concept 17/50,https://www.spoj.com/problems/MSUBSTR,spoj,9,3
2287,12277,The Trip,32,107,Difficulty: Implementation 17/50 Concept 17/50,https://www.spoj.com/problems/OPCTRIP,spoj,0,0
2288,12295,Smallest Inverse Euler Totient Function,49,214,Difficulty: Implementation 21/50 Concept 17/50,https://www.spoj.com/problems/INVPHI,spoj,7,2
2289,12304,Smallest Inverse Sum of Divisors,24,87,Difficulty: Implementation 17/50 Concept 24/50,https://www.spoj.com/problems/INVDIV,spoj,5,1
2290,12318,My Reaction when there is no internet connection,7,29,Difficulty: Implementation 23/50 Concept 12/50,https://www.spoj.com/problems/NITT1,spoj,0,0
2291,12319,hai jolly jolly jolly,428,1265,Difficulty: Implementation 9/50 Concept 9/50,https://www.spoj.com/problems/NITT2,spoj,3,1
2292,12321,NSquare Sum ( Easy ),55,92,Difficulty: Implementation 1/50 Concept 17/50,https://www.spoj.com/problems/NSQUARE,spoj,2,0
2293,12322,NSquare Sum ( Medium ),25,58,Difficulty: Implementation 34/50 Concept 17/50,https://www.spoj.com/problems/NSQUARE2,spoj,0,0
2294,12323,Minimum Knight moves !!!,3408,8068,Difficulty: Implementation 15/50 Concept 11/50,https://www.spoj.com/problems/NAKANJ,spoj,132,44
2295,12324,Tiles,20,96,Difficulty: Implementation 21/50 Concept 30/50,https://www.spoj.com/problems/NITT4,spoj,3,1
2296,12326,Dating Rishi,230,636,Difficulty: Implementation 17/50 Concept 26/50,https://www.spoj.com/problems/NITT8,spoj,8,2
2297,12352,HNumbers,54,200,Difficulty: Implementation 23/50 Concept 42/50,https://www.spoj.com/problems/HNUMBERS,spoj,2,0
2298,12357,Subset and upset (HARD),53,127,Difficulty: Implementation 21/50 Concept 21/50,https://www.spoj.com/problems/SUBSHARD,spoj,4,1
2299,12363,Red And Green,98,249,Difficulty: Implementation 8/50 Concept 14/50,https://www.spoj.com/problems/RANDG,spoj,7,2
2300,12364,Awari 2,175,359,Difficulty: Implementation 14/50 Concept 21/50,https://www.spoj.com/problems/TAP2012A,spoj,3,1
2301,12365,Ball of Reconciliation,178,339,Difficulty: Implementation 17/50 Concept 17/50,https://www.spoj.com/problems/TAP2012B,spoj,2,0
2302,12366,Cantor,91,199,Difficulty: Implementation 23/50 Concept 23/50,https://www.spoj.com/problems/TAP2012C,spoj,8,2
2303,12367,Designing T-Shirts,84,261,Difficulty: Implementation 17/50 Concept 23/50,https://www.spoj.com/problems/TAP2012D,spoj,8,2
2304,12368,Emma s Domino,29,92,Difficulty: Implementation 1/50 Concept 17/50,https://www.spoj.com/problems/TAP2012E,spoj,0,0
2305,12369,Fixture,38,110,Difficulty: Implementation 1/50 Concept 1/50,https://www.spoj.com/problems/TAP2012F,spoj,0,0
2306,12370,Generating Alien DNA  ,5,31,Difficulty: Implementation 34/50 Concept 34/50,https://www.spoj.com/problems/TAP2012G,spoj,1,0
2307,12371,High Mountains,7,41,Difficulty: Implementation 34/50 Concept 34/50,https://www.spoj.com/problems/TAP2012H,spoj,0,0
2308,12397,Johnny plays with connect 4,16,54,Difficulty: Implementation 17/50 Concept 12/50,https://www.spoj.com/problems/LCPC12B,spoj,2,0
2309,12398,Johnny Listens to Music,29,86, ,https://www.spoj.com/problems/LCPC12C,spoj,0,0
2310,12399,Johnny Hates Climbing,26,113,Difficulty: Implementation 21/50 Concept 13/50,https://www.spoj.com/problems/LCPC12D,spoj,3,1
2311,12400,Johnnys Empire,231,534,Difficulty: Implementation 9/50 Concept 9/50,https://www.spoj.com/problems/LCPC12E,spoj,1,0
2312,12407,Johnny The Gambler,196,952,Difficulty: Implementation 8/50 Concept 6/50,https://www.spoj.com/problems/LCPC12F,spoj,7,2
2313,12408,Johnny Studies Genetics,14,39, ,https://www.spoj.com/problems/LCPC12G,spoj,0,0
2314,12409,Johnny at school,17,72,Difficulty: Implementation 17/50 Concept 17/50,https://www.spoj.com/problems/LCPC12H,spoj,1,0
2315,12413,Toward Infinity,7,20, ,https://www.spoj.com/problems/PONY6,spoj,0,0
2316,12421,Chocolate Distribution,10,43,Difficulty: Implementation 17/50 Concept 17/50,https://www.spoj.com/problems/KSELECT,spoj,1,0
2317,12436,The One-Dimensional Pool Table,22,57,Difficulty: Implementation 1/50 Concept 34/50,https://www.spoj.com/problems/THEPOOL,spoj,1,0
2318,12446,BHAAD MEI JAAO,56,107,Difficulty: Implementation 17/50 Concept 1/50,https://www.spoj.com/problems/JUNL,spoj,2,0
2319,12448,How Many Games?,835,3735,Difficulty: Implementation 14/50 Concept 12/50,https://www.spoj.com/problems/GAMES,spoj,53,17
2320,12462,Boggle Scoring,257,537,Difficulty: Implementation 5/50 Concept 5/50,https://www.spoj.com/problems/BOGGLE,spoj,7,2
2321,12471,DIE HARD,3078,7915,Difficulty: Implementation 12/50 Concept 14/50,https://www.spoj.com/problems/DIEHARD,spoj,157,52
2322,12474,MAXIMUM WOOD CUTTER,649,1555,Difficulty: Implementation 15/50 Concept 14/50,https://www.spoj.com/problems/MAXWOODS,spoj,39,13
2323,12556,Another Traffic Problem,5,32, ,https://www.spoj.com/problems/CDC12_A,spoj,0,0
2324,12557,Basic Routines,19,98, ,https://www.spoj.com/problems/CDC12_B,spoj,0,0
2325,12558,Collision Issue,24,69,Difficulty: Implementation 17/50 Concept 1/50,https://www.spoj.com/problems/CDC12_C,spoj,0,0
2326,12559,Drastic Race,17,49, ,https://www.spoj.com/problems/CDC12_D,spoj,0,0
2327,12560,External Falling Objects,22,57,Difficulty: Implementation 26/50 Concept 17/50,https://www.spoj.com/problems/CDC12_E,spoj,2,0
2328,12561,Forbidden Machine,11,52, ,https://www.spoj.com/problems/CDC12_F,spoj,0,0
2329,12562,Glory War,11,33,Difficulty: Implementation 34/50 Concept 34/50,https://www.spoj.com/problems/CDC12_G,spoj,2,0
2330,12563,Halt The War,113,390,Difficulty: Implementation 19/50 Concept 19/50,https://www.spoj.com/problems/CDC12_H,spoj,8,2
2331,12579,Search Insert Delete,8,89,Difficulty: Implementation 30/50 Concept 11/50,https://www.spoj.com/problems/SID,spoj,4,1
2332,12600,Blade Master,6,15,Difficulty: Implementation 34/50 Concept 17/50,https://www.spoj.com/problems/BMASTER,spoj,1,0
2333,12609,Different Vectors,18,43,Difficulty: Implementation 26/50 Concept 34/50,https://www.spoj.com/problems/DIFFV,spoj,3,1
2334,12612,Path of the righteous man,174,482,Difficulty: Implementation 20/50 Concept 22/50,https://www.spoj.com/problems/RIOI_2_3,spoj,28,9
2335,12651,Finding Fishes,12,45, ,https://www.spoj.com/problems/FISHES,spoj,1,0
2336,12660,Co-Prime,61,240,Difficulty: Implementation 9/50 Concept 17/50,https://www.spoj.com/problems/LCPC11B,spoj,4,1
2337,12713,Strings,7,31,Difficulty: Implementation 1/50 Concept 1/50,https://www.spoj.com/problems/STRSOCU,spoj,0,0
2338,12714,Fatawy,36,144,Difficulty: Implementation 13/50 Concept 5/50,https://www.spoj.com/problems/FATAWY,spoj,4,1
2339,12721,Pell (Mid pelling),14,37, ,https://www.spoj.com/problems/PELL2,spoj,1,0
2340,12726,XOR Game,234,535,Difficulty: Implementation 11/50 Concept 13/50,https://www.spoj.com/problems/QN01,spoj,5,1
2341,12734,Seating Arrangement,95,159,Difficulty: Implementation 6/50 Concept 15/50,https://www.spoj.com/problems/QN02,spoj,7,2
2342,12746,Colorful Circle (EASY),95,463,Difficulty: Implementation 28/50 Concept 23/50,https://www.spoj.com/problems/CRCLE_UI,spoj,5,1
2343,12749,Dynamic Assignment Problem,6,12,Difficulty: Implementation 34/50 Concept 34/50,https://www.spoj.com/problems/DAP,spoj,1,0
2344,12802,Yet Another Counting Problem,6,13, ,https://www.spoj.com/problems/TRI2,spoj,0,0
2345,12803,Graph,1,8,Difficulty: Implementation 50/50 Concept 50/50,https://www.spoj.com/problems/GRAPH2,spoj,0,0
2346,12804,Spy,1,5, ,https://www.spoj.com/problems/SPY2,spoj,0,0
2347,12805,Age of Empires,0,3, ,https://www.spoj.com/problems/AGE2,spoj,0,0
2348,12806,Blackjack,1,4, ,https://www.spoj.com/problems/BLACJACK,spoj,0,0
2349,12807,Recursive Sequence (Version X),1,8, ,https://www.spoj.com/problems/SPP2,spoj,0,0
2350,12808,Yet-Yet Another Counting Problem,26,40, ,https://www.spoj.com/problems/TREEII,spoj,1,0
2351,12809,Yet Another Mathematical Problem,22,52,Difficulty: Implementation 17/50 Concept 26/50,https://www.spoj.com/problems/MATHII,spoj,2,0
2352,12810,Yet Another Multiple Problem,59,273,Difficulty: Implementation 21/50 Concept 23/50,https://www.spoj.com/problems/MULTII,spoj,9,3
2353,12824,Print Big Binary Numbers,2,6, ,https://www.spoj.com/problems/PBBN2,spoj,0,0
2354,12855,Teleport,0,4,Difficulty: Implementation 17/50 Concept 34/50,https://www.spoj.com/problems/TPORT,spoj,0,0
2355,12866,Nlogonian Tickets,59,292,Difficulty: Implementation 25/50 Concept 24/50,https://www.spoj.com/problems/NTICKETS,spoj,12,4
2356,12880,Sheep  ,839,1837,Difficulty: Implementation 9/50 Concept 10/50,https://www.spoj.com/problems/KOZE,spoj,39,13
2357,12887,Ant Colony Optimization,26,42, ,https://www.spoj.com/problems/DCEPCA02,spoj,0,0
2358,12889,MAD,34,163,Difficulty: Implementation 1/50 Concept 1/50,https://www.spoj.com/problems/DCEPCA10,spoj,2,0
2359,12893,Short Select,17,42, ,https://www.spoj.com/problems/DCEPCA04,spoj,1,0
2360,12902,Good Luck,34,81,Difficulty: Implementation 1/50 Concept 17/50,https://www.spoj.com/problems/DCEPCA01,spoj,1,0
2361,12903,Saving BOB - 2,4,11,Difficulty: Implementation 17/50 Concept 1/50,https://www.spoj.com/problems/DCEPCA08,spoj,0,0
2362,12908,Binary Matrix,1,14,Difficulty: Implementation 39/50 Concept 34/50,https://www.spoj.com/problems/BNMT,spoj,1,0
2363,12912,Saving BOB,36,97,Difficulty: Implementation 14/50 Concept 17/50,https://www.spoj.com/problems/DCEPCA06,spoj,3,1
2364,12914,Totient Extreme,703,1759,Difficulty: Implementation 8/50 Concept 11/50,https://www.spoj.com/problems/DCEPCA03,spoj,44,14
2365,12916,MMM,15,86,Difficulty: Implementation 24/50 Concept 27/50,https://www.spoj.com/problems/DCEPCA09,spoj,4,1
2366,12933,n-divisors,444,2304,Difficulty: Implementation 18/50 Concept 17/50,https://www.spoj.com/problems/NDIV,spoj,59,19
2367,12943,Counting,37,79,Difficulty: Implementation 8/50 Concept 30/50,https://www.spoj.com/problems/RIOI_3_2,spoj,5,1
2368,12958,Another Gift Problem,6,35, ,https://www.spoj.com/problems/VPL0_A,spoj,0,0
2369,12959,Basic Grapes Instinct,104,227,Difficulty: Implementation 17/50 Concept 1/50,https://www.spoj.com/problems/VPL0_B,spoj,1,0
2370,12960,Collision on Christmas Eve,11,43, ,https://www.spoj.com/problems/VPL0_C,spoj,1,0
2371,12961,Drastic Grapes,11,36, ,https://www.spoj.com/problems/VPL0_D,spoj,0,0
2372,12964,Count on a treap,4,9, ,https://www.spoj.com/problems/COT5,spoj,0,0
2373,12969,To inifinity and Beyond,16,64,Difficulty: Implementation 34/50 Concept 17/50,https://www.spoj.com/problems/BUZZ,spoj,1,0
2374,12978,SHAPE GAME,167,444,Difficulty: Implementation 1/50 Concept 5/50,https://www.spoj.com/problems/SGAME,spoj,3,1
2375,12981,Fences,7,31,Difficulty: Implementation 26/50 Concept 30/50,https://www.spoj.com/problems/CEOI08A,spoj,3,1
2376,13002,For Loops Challenge,105,278,Difficulty: Implementation 34/50 Concept 17/50,https://www.spoj.com/problems/PFORLOOP,spoj,2,0
2377,13007,Easy Programming Tutorials,84,278,Difficulty: Implementation 17/50 Concept 17/50,https://www.spoj.com/problems/EPTT,spoj,2,0
2378,13015,Counting Primes,305,1384,Difficulty: Implementation 16/50 Concept 14/50,https://www.spoj.com/problems/CNTPRIME,spoj,33,11
2379,13020,Help MR BEAN,1,10,Difficulty: Implementation 1/50 Concept 1/50,https://www.spoj.com/problems/BEANGAME,spoj,0,0
2380,13031,Vision Field,6,27,Difficulty: Implementation 34/50 Concept 34/50,https://www.spoj.com/problems/VISION,spoj,0,0
2381,13041,The Black Riders,76,192,Difficulty: Implementation 17/50 Concept 34/50,https://www.spoj.com/problems/AMR12A,spoj,6,2
2382,13042,Gandalf vs the Balrog,182,361,Difficulty: Implementation 1/50 Concept 1/50,https://www.spoj.com/problems/AMR12B,spoj,-2,0
2383,13043,The Mirror of Galadriel,3826,5940,Difficulty: Implementation 2/50 Concept 3/50,https://www.spoj.com/problems/AMR12D,spoj,33,11
2384,13044,Dyslexic Gollum,35,122,Difficulty: Implementation 23/50 Concept 28/50,https://www.spoj.com/problems/AMR12E,spoj,3,1
2385,13045,Denethors Decryption of Dequeue permutations,8,24,Difficulty: Implementation 34/50 Concept 17/50,https://www.spoj.com/problems/AMR12F,spoj,1,0
2386,13046,The Glittering Caves of Aglarond,319,915,Difficulty: Implementation 5/50 Concept 12/50,https://www.spoj.com/problems/AMR12G,spoj,6,2
2387,13047,Saruman of Many Colours,151,400,Difficulty: Implementation 9/50 Concept 17/50,https://www.spoj.com/problems/AMR12I,spoj,2,0
2388,13048,Escape from the Mines,16,67,Difficulty: Implementation 23/50 Concept 23/50,https://www.spoj.com/problems/AMR12J,spoj,2,0
2389,13049,The Loyalty of the Orcs,25,89, ,https://www.spoj.com/problems/AMR12K,spoj,0,0
2390,13050,Entmoot,22,78,Difficulty: Implementation 17/50 Concept 34/50,https://www.spoj.com/problems/AMR12C,spoj,1,0
2391,13051,Wormtongues Mind,34,67,Difficulty: Implementation 17/50 Concept 34/50,https://www.spoj.com/problems/AMR12H,spoj,3,1
2392,13055,New Year Train,29,54,Difficulty: Implementation 1/50 Concept 17/50,https://www.spoj.com/problems/IZHONYT,spoj,1,0
2393,13076,Slikar,70,223,Difficulty: Implementation 17/50 Concept 10/50,https://www.spoj.com/problems/CSLIKAR,spoj,6,2
2394,13078,The Mad Numerologist,64,195,Difficulty: Implementation 17/50 Concept 17/50,https://www.spoj.com/problems/MADN,spoj,1,0
2395,13090,New Strategy,48,144,Difficulty: Implementation 9/50 Concept 9/50,https://www.spoj.com/problems/PCPC12D,spoj,3,1
2396,13091,Snakes and Ladders,17,102,Difficulty: Implementation 21/50 Concept 9/50,https://www.spoj.com/problems/PCPC12E,spoj,2,0
2397,13092,Snakes and Ladders Again,12,86, ,https://www.spoj.com/problems/PCPC12F,spoj,0,0
2398,13093,Mosque,17,46,Difficulty: Implementation 6/50 Concept 12/50,https://www.spoj.com/problems/PCPC12G,spoj,1,0
2399,13094,Beggars,12,47,Difficulty: Implementation 50/50 Concept 50/50,https://www.spoj.com/problems/PCPC12H,spoj,0,0
2400,13095,peaks,24,78,Difficulty: Implementation 26/50 Concept 26/50,https://www.spoj.com/problems/PCPC12I,spoj,2,0
2401,13096,Amr Samir,284,916,Difficulty: Implementation 9/50 Concept 10/50,https://www.spoj.com/problems/PCPC12J,spoj,5,1
2402,13105,DNA,236,641,Difficulty: Implementation 11/50 Concept 24/50,https://www.spoj.com/problems/MUTDNA,spoj,5,1
2403,13106,KOSARE,149,306,Difficulty: Implementation 23/50 Concept 39/50,https://www.spoj.com/problems/KOSARE,spoj,3,1
2404,13114,SQL Queries,4,11, ,https://www.spoj.com/problems/PUCMM331,spoj,2,0
2405,13116,Dividing Xorland  ,12,27,Difficulty: Implementation 17/50 Concept 9/50,https://www.spoj.com/problems/PUCMM333,spoj,1,0
2406,13117,White Hats,230,614,Difficulty: Implementation 4/50 Concept 14/50,https://www.spoj.com/problems/PUCMM334,spoj,9,3
2407,13118,The Rook and The Rookette,7,30,Difficulty: Implementation 17/50 Concept 17/50,https://www.spoj.com/problems/PUCMM335,spoj,0,0
2408,13120,FizzBuzz Happy 2013,7,12, ,https://www.spoj.com/problems/ADITYA13,spoj,0,0
2409,13150,Magic Sticks,5,17,Difficulty: Implementation 34/50 Concept 34/50,https://www.spoj.com/problems/STICKS,spoj,1,0
2410,13156,Tom and Jerry,3,26, ,https://www.spoj.com/problems/MAY99_1,spoj,0,0
2411,13165,Totient in permutation (easy),58,280,Difficulty: Implementation 17/50 Concept 17/50,https://www.spoj.com/problems/TIP1,spoj,11,3
2412,13166,Totient in permutation (medium),8,17, ,https://www.spoj.com/problems/TIP2,spoj,0,0
2413,13167,Totient in permutation (hard),1,7, ,https://www.spoj.com/problems/TIP3,spoj,0,0
2414,13223,The BrainFast Processing! Classical version,3,9,Difficulty: Implementation 50/50 Concept 17/50,https://www.spoj.com/problems/FAST_BF,spoj,0,0
2415,13303,Tic-tac-toe 3,3,12,Difficulty: Implementation 34/50 Concept 17/50,https://www.spoj.com/problems/OVOXO,spoj,1,0
2416,13362,Median of sub-sequences,11,30, ,https://www.spoj.com/problems/KMEDIAL,spoj,0,0
2417,13363,WIND VANE,122,391,Difficulty: Implementation 17/50 Concept 17/50,https://www.spoj.com/problems/WINDVANE,spoj,6,2
2418,13364,THE N WITTY FRIENDS,9,44,Difficulty: Implementation 17/50 Concept 17/50,https://www.spoj.com/problems/WITTY,spoj,1,0
2419,13365,Move the boulder,0,5, ,https://www.spoj.com/problems/BOULDER,spoj,0,0
2420,13367,EVEN COUNT,79,347,Difficulty: Implementation 28/50 Concept 19/50,https://www.spoj.com/problems/GEEKOUNT,spoj,8,2
2421,13369,Cut on a tree,0,9, ,https://www.spoj.com/problems/COT6,spoj,0,0
2422,13376,The new President,118,382,Difficulty: Implementation 11/50 Concept 11/50,https://www.spoj.com/problems/PRESIDEN,spoj,4,1
2423,13381,Manku Word,986,2099,Difficulty: Implementation 13/50 Concept 15/50,https://www.spoj.com/problems/MAY99_2,spoj,31,10
2424,13382,Kindergarten Painting Competition,13,36, ,https://www.spoj.com/problems/KINDERPC,spoj,0,0
2425,13384,Nice Binary Trees,704,1788,Difficulty: Implementation 9/50 Concept 13/50,https://www.spoj.com/problems/NICEBTRE,spoj,26,8
2426,13388,Easy Jug,901,2147,Difficulty: Implementation 6/50 Concept 15/50,https://www.spoj.com/problems/MAY99_3,spoj,24,8
2427,13398,Contest Hall Preparation,145,336,Difficulty: Implementation 15/50 Concept 12/50,https://www.spoj.com/problems/CONHONPR,spoj,1,0
2428,13399,Rachu,351,1044,Difficulty: Implementation 8/50 Concept 10/50,https://www.spoj.com/problems/MAY99_4,spoj,8,2
2429,13404,The Encrypted Password,62,166,Difficulty: Implementation 17/50 Concept 17/50,https://www.spoj.com/problems/ICPC12C,spoj,0,0
2430,13405,MayanCalendar,65,121,Difficulty: Implementation 8/50 Concept 8/50,https://www.spoj.com/problems/APCER,spoj,5,1
2431,13419,Modular Fibonacci Period,20,83,Difficulty: Implementation 34/50 Concept 34/50,https://www.spoj.com/problems/PISANO,spoj,8,2
2432,13420,Fimodacci,4,35,Difficulty: Implementation 12/50 Concept 26/50,https://www.spoj.com/problems/FMODF,spoj,3,1
2433,13444,Counting Lucky Numbers,51,171,Difficulty: Implementation 17/50 Concept 17/50,https://www.spoj.com/problems/CNT_LUCK,spoj,3,1
2434,13447,Crayon,32,123,Difficulty: Implementation 25/50 Concept 28/50,https://www.spoj.com/problems/CRAYON,spoj,10,3
2435,13469,FOREVER ALONE,35,91,Difficulty: Implementation 24/50 Concept 24/50,https://www.spoj.com/problems/ALONE,spoj,7,2
2436,13500,Discord is at it again,14,34,Difficulty: Implementation 34/50 Concept 34/50,https://www.spoj.com/problems/PONY8,spoj,2,0
2437,13508,Madotsuki Pattern,3,9, ,https://www.spoj.com/problems/MDT1,spoj,0,0
2438,13511,Determine the vismin value !,11,38, ,https://www.spoj.com/problems/KOSPC13B,spoj,0,0
2439,13523,Card Meets (medium),17,54,Difficulty: Implementation 17/50 Concept 21/50,https://www.spoj.com/problems/GUMATH2,spoj,7,2
2440,13529,Special Graph,10,80,Difficulty: Implementation 37/50 Concept 30/50,https://www.spoj.com/problems/SPECIALG,spoj,4,1
2441,13545,Room Change,52,140,Difficulty: Implementation 17/50 Concept 17/50,https://www.spoj.com/problems/CHGROOM,spoj,1,0
2442,13577,Card Game,101,435,Difficulty: Implementation 16/50 Concept 17/50,https://www.spoj.com/problems/HC12,spoj,13,4
2443,13588,One X LIS,12,63,Difficulty: Implementation 17/50 Concept 17/50,https://www.spoj.com/problems/ONEXLIS,spoj,2,0
2444,13591,Factor y Hell,2,9,Difficulty: Implementation 50/50 Concept 34/50,https://www.spoj.com/problems/FCTRHELL,spoj,0,0
2445,13592,Expected Time to Love,6,39,Difficulty: Implementation 17/50 Concept 34/50,https://www.spoj.com/problems/PRLOVE,spoj,1,0
2446,13621,Security,10,24, ,https://www.spoj.com/problems/HC12II,spoj,0,0
2447,13622,Dead Pixels,5,23, ,https://www.spoj.com/problems/HC12III,spoj,0,0
2448,13626,Charu and Coin Distribution,169,413,Difficulty: Implementation 10/50 Concept 20/50,https://www.spoj.com/problems/CBANK,spoj,7,2
